n,city,country,status,building,landmark,moved_m,area_m2,old_lat,old_lon,new_lat,new_lon,osm,map
489,Pukekohe,New Zealand,snapped,Farmers (retail),,52,7972,-37.2012,174.9031,-37.201485,174.902642,https://www.openstreetmap.org/way/207117127,"https://www.google.com/maps/@-37.201485,174.902642,200m/data=!3m1!1e3"
490,Kerikeri,New Zealand,kept,"unnamed building, 780 m²",,0,780,-35.228,173.947,-35.228,173.947,https://www.openstreetmap.org/way/366243785,"https://www.google.com/maps/@-35.228,173.947,200m/data=!3m1!1e3"
491,Suva,Fiji,snapped,"unnamed building, 2,246 m²",,58,2246,-18.1416,178.4419,-18.141089,178.441811,https://www.openstreetmap.org/way/1130698392,"https://www.google.com/maps/@-18.141089,178.441811,200m/data=!3m1!1e3"
492,Port Moresby,Papua New Guinea,snapped,Aopi Building (public),yes,160,4988,-9.4438,147.1803,-9.443340,147.181684,https://www.openstreetmap.org/way/945700276,"https://www.google.com/maps/@-9.443340,147.181684,200m/data=!3m1!1e3"
493,Lae,Papua New Guinea,snapped,Cassowary Road United Church (place of worship),yes,316,988,-6.7155,146.9999,-6.718104,147.001030,https://www.openstreetmap.org/way/792230780,"https://www.google.com/maps/@-6.718104,147.001030,200m/data=!3m1!1e3"
494,Apia,Samoa,snapped,Marist Brothers Community Hall (community centre),yes,106,2715,-13.8333,-171.7667,-13.832856,-171.767571,https://www.openstreetmap.org/way/187130683,"https://www.google.com/maps/@-13.832856,-171.767571,200m/data=!3m1!1e3"
495,Nuku'alofa,Tonga,snapped,Queen Salote Memorial Hall (sports centre),,169,2943,-21.1394,-175.2049,-21.138310,-175.203767,https://www.openstreetmap.org/way/311720748,"https://www.google.com/maps/@-21.138310,-175.203767,200m/data=!3m1!1e3"
496,Port Vila,Vanuatu,snapped,Trade Tools (building),,57,2023,-17.7333,168.3273,-17.733318,168.327841,https://www.openstreetmap.org/way/1283045809,"https://www.google.com/maps/@-17.733318,168.327841,200m/data=!3m1!1e3"
497,Honiara,Solomon Islands,snapped,"unnamed building, 6,287 m²",,317,6287,-9.4333,159.95,-9.430513,159.949412,https://www.openstreetmap.org/way/631329726,"https://www.google.com/maps/@-9.430513,159.949412,200m/data=!3m1!1e3"
498,Nouméa,New Caledonia,snapped,Géant Casino (retail),,92,10552,-22.2758,166.458,-22.275233,166.458648,https://www.openstreetmap.org/way/38224515,"https://www.google.com/maps/@-22.275233,166.458648,200m/data=!3m1!1e3"
499,Majuro,Marshall Islands,snapped,K&K Supermarket (building),,252,4214,7.0900,171.3800,7.088097,171.378772,https://www.openstreetmap.org/way/142843348,"https://www.google.com/maps/@7.088097,171.378772,200m/data=!3m1!1e3"
500,Koror,Palau,snapped,Palasia Hotel (hotel),,213,2988,7.3419,134.4792,7.343411,134.480390,https://www.openstreetmap.org/way/267048282,"https://www.google.com/maps/@7.343411,134.480390,200m/data=!3m1!1e3"
